"ID","C.1","C.2","C.3","Male","Intervention","M1","M2","Outcome"
1,-0.560475646552213,-0.23017748948328,1.55870831414912,1,1,1,1,6.69293473999332
2,0.070508391424576,0.129287735160946,1.71506498688328,0,1,1,0,3.20248869806618
3,0.460916205989202,-1.26506123460653,-0.686852851893526,0,1,0,0,0.162088212198032
4,-0.445661970099958,1.22408179743946,0.359813827057364,0,1,1,0,1.920532725321
5,0.400771450594052,0.11068271594512,-0.555841134754075,0,0,0,0,1.76445937879329
6,1.78691313680308,0.497850478229239,-1.96661715662964,0,0,0,0,0.595518315440117
7,0.701355901563686,-0.472791407727934,-1.06782370598685,1,0,1,0,1.98790855620187
8,-0.217974914658295,-1.02600444830724,-0.72889122929114,0,0,0,0,1.57786082077475
9,-0.625039267849257,-1.68669331074241,0.837787044494525,1,1,0,1,2.2648353634641
10,0.153373117836515,-1.13813693701195,1.25381492106993,0,0,1,0,3.65545552279777
11,0.426464221476814,-0.295071482992271,0.895125661045022,0,0,0,1,4.27149195214324
12,0.878133487533042,0.821581081637487,0.688640254100091,1,1,0,1,4.94853362396557
13,0.553917653537589,-0.0619117105767217,-0.305962663739917,0,0,0,0,1.46353171604633
14,-0.380471001012383,-0.694706978920513,-0.207917278019599,0,0,0,0,0.216669510467831
15,-1.26539635156826,2.16895596533851,1.20796199830499,1,1,1,1,8.16311199888205
16,-1.12310858320335,-0.402884835299076,-0.466655353623219,0,0,1,0,1.05244801942104
17,0.779965118336318,-0.0833690664718293,0.253318513994755,0,1,1,0,2.70057717245946
18,-0.028546755348703,-0.0428704572913161,1.36860228401446,1,1,0,1,3.40343339165799
19,-0.225770985659268,1.51647060442954,-1.54875280423022,1,1,1,1,7.93070133958062
20,0.584613749636069,0.123854243844614,0.215941568743973,1,1,1,1,8.0980731029822
21,0.379639482759882,-0.502323453109302,-0.33320738366942,0,0,0,0,2.14105860225727
22,-1.01857538310709,-1.07179122647558,0.303528641404258,1,0,0,0,2.78266059626671
23,0.448209778629426,0.0530042267305041,0.922267467879738,1,1,0,1,3.4718582992684
24,2.05008468562714,-0.491031166056535,-2.30916887564081,0,0,0,0,1.79845839951341
25,1.00573852446226,-0.709200762582393,-0.688008616467358,1,0,0,0,-0.314802991301967
26,1.0255713696967,-0.284773007051009,-1.22071771225454,1,0,0,0,0.63520301240769
27,0.18130347974915,-0.138891362439045,0.00576418589988693,0,1,0,0,2.15623923349668
28,0.38528040112633,-0.370660031792409,0.644376548518833,0,0,0,1,1.4089670401591
29,-0.220486561818751,0.331781963915697,1.09683901314935,1,0,0,0,1.81578776772267
30,0.435181490833803,-0.325931585531227,1.14880761845109,0,0,0,0,0.380865520376555
31,0.993503855962119,0.54839695950807,0.238731735111441,0,1,1,1,4.22781083848988
32,-0.627906076039371,1.36065244853001,-0.600259587147127,1,0,0,0,1.18882801936479
33,2.18733299301658,1.53261062618519,-0.235700359100477,1,1,1,1,7.36678171156715
34,-1.02642090030678,-0.710406563699301,0.25688370915653,0,1,0,1,-0.0767775736883558
35,-0.246691878462374,-0.347542599397733,-0.951618567265016,1,1,0,0,2.29743308031509
36,-0.0450277248089203,-0.784904469457076,-1.66794193658814,0,0,0,0,0.916358459821722
37,-0.380226520287762,0.918996609060766,-0.575346962608392,0,1,0,0,1.32853573643111
38,0.607964322225033,-1.61788270828916,-0.0555619655245394,0,0,0,0,0.273003624827426
39,0.519407203943462,0.301153362166714,0.105676194148943,1,1,0,0,3.5073164931803
40,-0.640706008305376,-0.849704346033582,-1.02412879060491,1,0,0,0,1.71526761404355
41,0.117646597100126,-0.947474614184802,-0.490557443700668,0,0,0,0,-1.66891802073176
42,-0.256092192198247,1.84386200523221,-0.651949901695459,1,0,0,0,2.53383053117419
43,0.235386572284857,0.0779608495637108,-0.961856634130129,0,0,0,0,-0.924558815423152
44,-0.0713080861235987,1.44455085842335,0.451504053079215,1,1,1,1,7.263475431892
45,0.0412329219929399,-0.422496832339625,-2.05324722154052,0,1,1,0,0.54645364795275
46,1.13133721341418,-1.46064007092482,0.739947510877334,0,0,0,0,0.461717153029382
47,1.90910356921748,-1.4438931609718,0.701784335374711,1,0,0,0,2.77783172633626
48,-0.262197489402468,-1.57214415914549,-1.51466765378175,0,1,0,0,0.985652142555236
49,-1.60153617357459,-0.530906522170303,-1.4617555849959,0,0,0,0,0.690210917706951
50,0.687916772975828,2.10010894052567,-1.28703047603518,0,0,1,0,0.257640307143
51,0.787738847475178,0.76904224100091,0.332202578950118,1,0,0,0,1.81871493161675
52,-1.00837660827701,-0.119452606630659,-0.280395335170247,0,0,0,0,1.31391457171807
53,0.56298953322048,-0.372438756103829,0.976973386685621,0,0,0,0,2.12201348295716
54,-0.374580857767014,1.05271146557933,-1.04917700666607,0,1,0,0,0.143784152460423
55,-1.26015524475811,3.2410399349424,-0.416857588160432,1,1,1,1,8.4872701439084
56,0.298227591540715,0.636569674033849,-0.483780625708744,0,0,0,0,-0.294355391722916
57,0.516862044313609,0.368964527385086,-0.215380507641693,1,1,0,0,4.2886593163242
58,0.0652930335253153,-0.034067253738464,2.12845189901618,0,1,0,0,0.884284319685718
59,-0.741336096272828,-1.09599626707466,0.0377883991710788,1,0,0,0,1.56263412352956
60,0.310480749443137,0.436523478910183,-0.458365332711106,0,1,0,0,1.58245296429608
61,-1.06332613397119,1.26318517608949,-0.349650387953555,1,1,1,1,6.10290511921423
62,-0.865512862653374,-0.236279568941097,-0.197175894348552,0,0,0,0,1.85380050832583
63,1.10992028971364,0.0847372921971965,0.754053785184521,1,1,1,1,7.66912195116257
64,-0.499292017172261,0.214445309581601,-0.324685911490835,0,1,0,0,1.88211213777088
65,0.0945835281735714,-0.895363357977542,-1.31080153332797,0,0,0,0,0.746028139023737
66,1.99721338474797,0.600708823672418,-1.25127136162494,0,0,0,1,3.16961753594914
67,-0.611165916680421,-1.18548008459731,2.19881034888372,1,1,0,1,3.91160720283546
68,1.31241297643351,-0.265145056696353,0.54319405923209,0,0,0,1,3.47086675975342
69,-0.41433994791886,-0.476246894615578,-0.788602837850243,1,0,0,0,0.472340907843244
70,-0.594617267459511,1.65090746733669,-0.0540281250854405,1,0,0,1,2.95140093129923
71,0.119245236427584,0.243687429599092,1.23247587848534,0,0,0,0,1.73531571798523
72,-0.51606383094478,-0.992507150392037,1.67569693240319,0,0,0,1,2.88123027583725
73,-0.441163216905286,-0.723065969939874,-1.23627311888329,0,0,0,0,-0.157811128532247
74,-1.2847157223178,-0.573973479297987,0.617985817166529,0,1,0,0,1.10026178711361
75,1.10984813892972,0.707588353835588,-0.363657297095253,1,0,1,1,3.94490983144747
76,0.0597499373846007,-0.70459646368007,-0.71721816157401,1,1,1,0,4.40407090255062
77,0.88465049897692,-1.01559257860354,1.95529396549246,1,1,0,0,2.17125110369251
78,-0.0903195939658516,0.214538826629216,-0.738527704739573,1,0,1,0,3.7948751461051
79,-0.57438868976327,-1.31701613230524,-0.182925388372727,1,0,0,0,1.52653726620631
80,0.418982404924464,0.32430434416138,-0.781536487054751,1,0,0,0,1.17773911972416
81,-0.788621970854002,-0.502198718342861,1.49606066984635,0,0,0,0,2.25208953004912
82,-1.13730362066574,-0.179051594380198,1.90236182167893,1,1,1,1,7.24644412063128
83,-0.100974885328808,-1.35984070382139,-0.664769435274062,0,0,0,0,1.08796702097921
