"ID","C.1","C.2","C.3","Male","Intervention","M1","M2","Outcome"
1,-0.560475646552213,-0.23017748948328,1.55870831414912,0,1,0.891592433441971,-0.370925851558324,0.272330069916281
2,0.070508391424576,0.129287735160946,1.71506498688328,1,0,-0.379334198977131,-0.00494811106534737,0.591202001310418
3,0.460916205989202,-1.26506123460653,-0.686852851893526,0,0,0.518127419993145,-1.13186978605387,-0.590916503437832
4,-0.445661970099958,1.22408179743946,0.359813827057364,1,1,-0.343413188365366,0.997244206829387,4.14169440346527
5,0.400771450594052,0.11068271594512,-0.555841134754075,1,1,0.770314601829615,1.3374612607847,8.98894699682804
6,1.78691313680308,0.497850478229239,-1.96661715662964,0,1,1.26780134388247,2.55191353204894,8.64565545465859
7,0.701355901563685,-0.472791407727934,-1.06782370598685,1,0,-1.22610698729448,-0.116771079438454,0.194223327462343
8,-0.217974914658295,-1.02600444830724,-0.72889122929114,1,0,0.616847765469978,-1.24255909960931,-0.876973297346787
9,-0.625039267849257,-1.68669331074241,0.837787044494525,1,1,-0.669117112149757,0.777978910840907,1.22975735701274
10,0.153373117836515,-1.13813693701195,1.25381492106993,1,1,0.504515043762699,1.16537205339731,4.5693531952871
11,0.426464221476814,-0.295071482992271,0.895125661045022,0,1,0.531373964439009,0.197562589135215,2.55338639083384
12,0.878133487533042,0.821581081637487,0.688640254100091,1,0,0.0568559875840585,-1.06243133243324,0.132517864133593
13,0.553917653537589,-0.0619117105767217,-0.305962663739917,1,0,0.259703411907287,0.804851119684873,2.84985642846177
14,-0.380471001012383,-0.694706978920513,-0.207917278019599,1,0,-1.56733974726278,0.47876762435013,-1.27185381125262
15,-1.26539635156826,2.16895596533851,1.20796199830499,0,1,0.436013713871053,0.364245498124294,1.9696100956129
16,-1.12310858320335,-0.402884835299076,-0.466655353623219,0,0,0.380221020689728,0.166717211520528,0.945646432763647
17,0.779965118336318,-0.0833690664718292,0.253318513994755,1,1,-1.81171729502147,-0.0946548500448107,-0.0804429017509551
